transaction_id,customer_id,product_id,quantity,transaction_date,category,price,total_amount
64,399,84,2,2023-04-28,Sports,436.02,872.04
65,281,27,1,2022-08-10,Books,60.4,60.4
66,292,41,3,2022-06-01,Electronics,482.73,1448.19
67,203,80,3,2023-10-06,Clothing,499.71,1499.1299999999999
68,51,34,2,2023-09-18,Home,228.84,457.68
69,271,32,4,2022-08-05,Electronics,24.48,97.92
70,324,90,2,2022-07-15,Books,166.88,333.76
71,277,89,4,2024-09-21,Electronics,205.05,820.2
72,141,66,3,2024-10-11,Clothing,251.1,753.3
73,470,12,2,2023-10-09,Home,218.29,436.58
74,275,40,1,2023-12-09,Sports,493.38,493.38
75,290,73,2,2024-12-16,Sports,339.87,679.74
76,334,76,4,2023-12-23,Electronics,199.96,799.84
77,381,90,4,2023-10-02,Books,166.88,667.52
78,452,73,2,2022-04-16,Sports,339.87,679.74
79,496,10,4,2022-06-14,Books,171.82,687.28
80,373,96,3,2022-08-03,Books,409.83,1229.49
81,52,98,2,2024-12-30,Home,274.52,549.04
82,494,48,4,2022-03-31,Sports,246.98,987.92
83,27,20,2,2024-05-23,Clothing,333.58,667.16
84,157,39,2,2023-08-31,Sports,78.43,156.86
85,239,60,1,2022-12-15,Sports,434.73,434.73
86,156,66,2,2024-06-12,Clothing,251.1,502.2
87,291,65,1,2022-09-03,Books,343.21,343.21
88,136,51,4,2022-09-29,Books,19.84,79.36
89,144,36,1,2023-02-07,Clothing,161.5,161.5
90,106,24,1,2024-11-05,Sports,294.75,294.75
91,420,27,1,2024-08-18,Books,60.4,60.4
92,158,2,3,2024-06-16,Home,387.87,1163.6100000000001
93,146,31,1,2024-12-15,Sports,468.62,468.62
94,2,57,2,2022-10-11,Electronics,51.48,102.96
95,433,78,1,2023-06-01,Clothing,57.76,57.76
96,77,66,2,2023-09-10,Clothing,251.1,502.2
97,132,29,1,2023-09-04,Clothing,33.26,33.26
98,90,15,3,2024-01-20,Books,354.85,1064.5500000000002
99,345,12,4,2023-02-04,Home,218.29,873.16
100,350,28,1,2022-03-27,Clothing,138.53,138.53
101,459,84,1,2022-11-16,Sports,436.02,436.02
102,263,24,3,2024-11-21,Sports,294.75,884.25
103,351,21,1,2022-12-02,Home,239.94,239.94
104,108,10,2,2022-02-20,Books,171.82,343.64
105,74,78,1,2022-06-23,Clothing,57.76,57.76
106,39,18,1,2023-05-16,Sports,23.15,23.15
107,397,88,4,2022-03-17,Sports,439.87,1759.48
108,159,14,4,2022-11-12,Books,310.49,1241.96
109,71,34,1,2023-11-28,Home,228.84,228.84
110,447,58,3,2024-10-06,Books,337.94,1013.8199999999999
111,312,76,4,2024-01-02,Electronics,199.96,799.84
112,241,22,1,2024-12-30,Books,422.86,422.86
113,426,70,4,2024-08-26,Sports,20.04,80.16
114,445,36,1,2024-05-03,Clothing,161.5,161.5
115,298,45,4,2023-10-28,Clothing,434.62,1738.48
116,440,36,4,2023-10-14,Clothing,161.5,646.0
117,36,22,2,2024-12-30,Books,422.86,845.72
118,84,78,1,2022-02-15,Clothing,57.76,57.76
119,452,80,1,2024-12-06,Clothing,499.71,499.71
120,374,61,1,2022-05-29,Clothing,92.69,92.69
121,263,100,1,2024-06-28,Sports,165.67,165.67
122,310,56,4,2023-04-01,Home,485.11,1940.44
123,385,89,2,2024-05-26,Electronics,205.05,410.1
124,172,96,2,2024-08-23,Books,409.83,819.66
125,376,33,3,2024-05-18,Home,65.44,196.32
126,173,45,1,2024-07-17,Clothing,434.62,434.62
127,362,36,3,2024-10-20,Clothing,161.5,484.5
128,47,20,4,2024-09-27,Clothing,333.58,1334.32
129,379,18,3,2024-02-13,Sports,23.15,69.44999999999999
130,141,38,1,2022-09-01,Home,25.58,25.58
131,375,67,2,2023-04-19,Home,310.83,621.66
132,406,23,2,2023-01-17,Sports,403.81,807.62
133,118,96,1,2023-05-04,Books,409.83,409.83
134,277,16,4,2024-11-26,Sports,87.69,350.76
135,214,59,1,2023-02-01,Clothing,224.66,224.66
136,220,69,4,2022-10-23,Clothing,287.45,1149.8
137,393,68,2,2022-04-17,Home,435.11,870.22
138,26,21,4,2024-05-09,Home,239.94,959.76
139,9,78,1,2024-08-11,Clothing,57.76,57.76
140,271,95,1,2023-06-14,Electronics,220.61,220.61
141,10,78,1,2024-07-22,Clothing,57.76,57.76
142,472,70,4,2022-10-15,Sports,20.04,80.16
143,378,12,4,2023-12-07,Home,218.29,873.16
144,121,16,4,2022-08-03,Sports,87.69,350.76
145,125,81,2,2024-01-02,Books,28.86,57.72
146,170,87,3,2022-12-10,Books,370.53,1111.59
147,72,14,3,2022-07-13,Books,310.49,931.47
148,152,61,1,2022-06-07,Clothing,92.69,92.69
149,208,71,2,2023-04-10,Books,465.82,931.64
150,49,46,4,2022-04-14,Sports,230.1,920.4
151,154,32,1,2022-02-03,Electronics,24.48,24.48
152,347,15,2,2023-10-01,Books,354.85,709.7
153,293,44,1,2022-11-21,Sports,321.36,321.36
154,68,17,2,2023-11-22,Electronics,87.97,175.94
155,50,41,2,2023-08-15,Electronics,482.73,965.46
156,152,54,3,2022-05-21,Clothing,104.92,314.76
157,19,44,1,2023-04-19,Sports,321.36,321.36
158,100,98,4,2024-11-20,Home,274.52,1098.08
159,60,5,3,2024-06-02,Books,229.63,688.89
160,167,27,3,2022-03-04,Books,60.4,181.2
161,202,87,4,2022-10-31,Books,370.53,1482.12
162,345,78,2,2024-12-20,Clothing,57.76,115.52
163,146,79,4,2023-01-31,Books,330.63,1322.52
164,403,43,1,2022-11-30,Electronics,476.15,476.15
165,164,97,4,2024-02-25,Clothing,64.5,258.0
166,458,31,2,2023-02-15,Sports,468.62,937.24
167,481,99,4,2022-10-11,Sports,7.85,31.4
168,439,17,2,2023-04-11,Electronics,87.97,175.94
169,242,92,2,2022-03-21,Electronics,404.88,809.76
170,69,83,1,2024-02-23,Sports,206.42,206.42
171,175,54,4,2024-01-03,Clothing,104.92,419.68
172,49,62,4,2022-03-18,Books,347.85,1391.4
173,483,87,1,2023-05-24,Books,370.53,370.53
174,108,32,2,2024-10-29,Electronics,24.48,48.96
175,226,40,4,2023-04-07,Sports,493.38,1973.52
176,161,13,1,2022-09-02,Clothing,128.11,128.11
177,119,84,2,2022-05-02,Sports,436.02,872.04
178,149,35,1,2022-07-04,Books,467.27,467.27
179,465,5,4,2022-02-01,Books,229.63,918.52
180,150,73,1,2024-09-24,Sports,339.87,339.87
181,432,29,3,2024-02-01,Clothing,33.26,99.78
182,293,70,2,2023-07-23,Sports,20.04,40.08
183,143,25,3,2022-11-06,Sports,434.79,1304.3700000000001
184,419,95,3,2024-04-09,Electronics,220.61,661.83
185,476,22,2,2024-09-18,Books,422.86,845.72
186,455,66,2,2024-12-15,Clothing,251.1,502.2
187,160,45,1,2024-03-01,Clothing,434.62,434.62
188,11,69,2,2023-04-09,Clothing,287.45,574.9
189,138,91,3,2023-11-09,Clothing,335.46,1006.3799999999999
190,457,89,3,2024-09-05,Electronics,205.05,615.1500000000001
191,78,72,4,2023-11-01,Home,346.32,1385.28
192,77,1,2,2023-11-29,Books,165.97,331.94
193,441,84,3,2024-09-20,Sports,436.02,1308.06
194,254,44,4,2022-03-19,Sports,321.36,1285.44
195,409,87,4,2023-06-18,Books,370.53,1482.12
196,258,96,1,2022-04-18,Books,409.83,409.83
197,320,75,3,2024-02-03,Sports,331.15,993.4499999999999
198,291,39,1,2022-01-15,Sports,78.43,78.43
199,263,54,3,2023-01-05,Clothing,104.92,314.76
200,85,88,1,2022-07-24,Sports,439.87,439.87
201,146,75,1,2024-05-14,Sports,331.15,331.15
202,323,29,2,2023-03-17,Clothing,33.26,66.52
203,42,54,1,2024-05-08,Clothing,104.92,104.92
204,374,90,2,2022-08-15,Books,166.88,333.76
205,125,16,4,2023-06-12,Sports,87.69,350.76
206,167,99,3,2022-12-20,Sports,7.85,23.549999999999997
207,425,20,4,2023-09-15,Clothing,333.58,1334.32
208,241,46,3,2024-10-21,Sports,230.1,690.3
209,459,67,4,2024-07-15,Home,310.83,1243.32
210,487,65,3,2022-06-10,Books,343.21,1029.6299999999999
211,280,58,1,2024-05-20,Books,337.94,337.94
212,188,53,3,2023-03-20,Books,353.82,1061.46
213,302,1,3,2023-04-08,Books,165.97,497.90999999999997
214,19,81,4,2024-11-19,Books,28.86,115.44
215,68,66,4,2023-04-18,Clothing,251.1,1004.4
216,218,29,4,2023-07-11,Clothing,33.26,133.04
217,102,84,2,2022-03-21,Sports,436.02,872.04
218,42,70,2,2024-11-28,Sports,20.04,40.08
219,288,8,3,2022-08-28,Home,89.03,267.09000000000003
220,167,29,3,2023-07-11,Clothing,33.26,99.78
221,109,51,1,2023-08-13,Books,19.84,19.84
222,494,33,1,2022-09-26,Home,65.44,65.44
223,36,3,3,2022-12-01,Home,69.78,209.34
224,232,60,2,2022-11-08,Sports,434.73,869.46
225,229,35,3,2024-12-12,Books,467.27,1401.81
226,353,69,1,2024-12-27,Clothing,287.45,287.45
227,164,91,2,2023-11-25,Clothing,335.46,670.92
228,387,76,2,2022-02-03,Electronics,199.96,399.92
229,73,84,1,2023-01-21,Sports,436.02,436.02
230,136,20,3,2022-09-06,Clothing,333.58,1000.74
231,353,73,4,2024-12-06,Sports,339.87,1359.48
232,379,39,3,2024-03-04,Sports,78.43,235.29000000000002
233,70,4,3,2024-05-01,Books,485.06,1455.18
234,425,19,1,2024-05-23,Home,369.52,369.52
235,487,91,2,2023-01-11,Clothing,335.46,670.92
236,196,45,1,2023-12-25,Clothing,434.62,434.62
237,269,43,3,2022-07-21,Electronics,476.15,1428.4499999999998
238,49,13,4,2023-03-21,Clothing,128.11,512.44
239,316,13,4,2022-10-24,Clothing,128.11,512.44
240,130,60,4,2023-05-08,Sports,434.73,1738.92
241,444,57,1,2022-12-04,Electronics,51.48,51.48
242,5,86,2,2024-07-11,Electronics,285.67,571.34
243,428,92,1,2024-12-25,Electronics,404.88,404.88
244,27,52,4,2024-03-02,Books,157.43,629.72
245,160,53,3,2024-08-19,Books,353.82,1061.46
246,149,86,2,2022-11-13,Electronics,285.67,571.34
247,264,43,1,2024-07-30,Electronics,476.15,476.15
248,230,83,1,2023-09-18,Sports,206.42,206.42
249,200,72,2,2022-03-16,Home,346.32,692.64
250,50,72,2,2024-07-27,Home,346.32,692.64
251,67,42,3,2022-02-28,Books,7.45,22.35
252,300,90,2,2023-01-21,Books,166.88,333.76
253,381,26,3,2022-01-15,Home,106.89,320.67
254,58,23,4,2022-07-18,Sports,403.81,1615.24
255,259,43,4,2022-02-04,Electronics,476.15,1904.6
256,342,77,1,2022-06-11,Home,327.36,327.36
257,326,28,4,2024-09-08,Clothing,138.53,554.12
258,130,9,4,2024-03-09,Electronics,262.29,1049.16
259,215,20,3,2024-06-13,Clothing,333.58,1000.74
260,172,56,1,2023-04-16,Home,485.11,485.11
261,258,83,2,2023-06-15,Sports,206.42,412.84
262,102,39,1,2024-03-02,Sports,78.43,78.43
263,209,51,4,2024-05-01,Books,19.84,79.36
264,291,12,2,2022-12-14,Home,218.29,436.58
265,354,79,1,2023-11-25,Books,330.63,330.63
266,471,95,1,2024-07-23,Electronics,220.61,220.61
267,286,55,1,2024-07-01,Electronics,338.35,338.35
268,116,78,1,2022-05-27,Clothing,57.76,57.76
269,264,11,3,2023-11-06,Clothing,415.3,1245.9
270,150,26,1,2023-11-18,Home,106.89,106.89
271,300,42,4,2024-08-17,Books,7.45,29.8
272,442,27,4,2023-11-17,Books,60.4,241.6
273,36,11,3,2022-05-01,Clothing,415.3,1245.9
274,453,38,2,2023-02-23,Home,25.58,51.16
275,333,98,2,2022-12-16,Home,274.52,549.04
276,477,43,4,2022-02-11,Electronics,476.15,1904.6
277,287,19,4,2022-01-29,Home,369.52,1478.08
278,303,64,3,2024-08-23,Clothing,472.58,1417.74
279,311,6,2,2024-02-24,Clothing,121.84,243.68
280,208,46,2,2022-01-14,Sports,230.1,460.2
281,106,42,1,2024-07-08,Books,7.45,7.45
282,446,92,1,2024-03-28,Electronics,404.88,404.88
283,158,65,1,2024-04-04,Books,343.21,343.21
284,121,99,3,2024-05-21,Sports,7.85,23.549999999999997
285,55,72,4,2022-10-22,Home,346.32,1385.28
286,400,59,3,2024-05-13,Clothing,224.66,673.98
287,12,52,2,2023-07-02,Books,157.43,314.86
288,145,47,4,2024-11-26,Books,260.22,1040.88
289,400,7,1,2024-10-04,Clothing,41.38,41.38
290,396,11,3,2024-11-03,Clothing,415.3,1245.9
291,136,61,3,2023-09-27,Clothing,92.69,278.07
292,468,68,1,2023-08-18,Home,435.11,435.11
293,3,25,3,2023-09-06,Sports,434.79,1304.3700000000001
294,144,12,1,2024-11-11,Home,218.29,218.29
295,30,26,2,2023-04-10,Home,106.89,213.78
296,237,12,4,2024-08-12,Home,218.29,873.16
297,279,43,2,2024-07-18,Electronics,476.15,952.3
298,348,51,2,2024-03-09,Books,19.84,39.68
299,115,37,1,2023-01-30,Home,256.08,256.08
300,104,46,3,2022-09-03,Sports,230.1,690.3
301,118,53,2,2023-07-22,Books,353.82,707.64
302,5,88,2,2022-02-07,Sports,439.87,879.74
303,468,80,2,2022-09-02,Clothing,499.71,999.42
304,360,13,3,2022-01-21,Clothing,128.11,384.33000000000004
305,248,89,3,2023-01-29,Electronics,205.05,615.1500000000001
306,364,54,1,2024-09-13,Clothing,104.92,104.92
307,321,57,2,2022-01-08,Electronics,51.48,102.96
308,121,4,4,2022-11-24,Books,485.06,1940.24
309,286,75,3,2022-10-17,Sports,331.15,993.4499999999999
310,149,96,1,2023-05-26,Books,409.83,409.83
311,84,49,2,2024-06-30,Books,335.1,670.2
312,454,7,4,2022-12-27,Clothing,41.38,165.52
313,406,11,3,2023-12-17,Clothing,415.3,1245.9
314,466,92,4,2022-08-07,Electronics,404.88,1619.52
315,456,54,3,2023-02-10,Clothing,104.92,314.76
316,231,87,1,2024-01-23,Books,370.53,370.53
317,288,45,4,2024-07-11,Clothing,434.62,1738.48
318,161,23,2,2024-04-11,Sports,403.81,807.62
319,272,28,2,2024-03-04,Clothing,138.53,277.06
320,460,57,3,2023-08-18,Electronics,51.48,154.44
321,38,26,2,2022-04-17,Home,106.89,213.78
322,500,25,4,2023-08-04,Sports,434.79,1739.16
323,226,54,1,2023-09-01,Clothing,104.92,104.92
324,142,29,3,2022-01-08,Clothing,33.26,99.78
325,292,83,4,2024-03-16,Sports,206.42,825.68
326,481,97,3,2022-07-08,Clothing,64.5,193.5
327,151,36,1,2022-03-22,Clothing,161.5,161.5
328,114,14,3,2022-04-18,Books,310.49,931.47
329,237,78,2,2023-11-17,Clothing,57.76,115.52
330,66,35,2,2022-12-12,Books,467.27,934.54
331,361,30,3,2022-11-24,Home,267.93,803.79
332,341,92,1,2023-07-09,Electronics,404.88,404.88
333,258,17,1,2022-10-29,Electronics,87.97,87.97
334,475,67,2,2022-07-19,Home,310.83,621.66
335,249,80,1,2024-06-11,Clothing,499.71,499.71
336,457,30,3,2024-11-28,Home,267.93,803.79
337,449,93,4,2022-11-03,Home,382.33,1529.32
338,331,45,3,2024-10-24,Clothing,434.62,1303.8600000000001
339,323,79,2,2023-04-13,Books,330.63,661.26
340,180,89,2,2022-06-28,Electronics,205.05,410.1
341,190,51,2,2023-10-07,Books,19.84,39.68
342,407,47,1,2022-10-03,Books,260.22,260.22
343,154,53,3,2023-09-13,Books,353.82,1061.46
344,196,64,4,2023-09-30,Clothing,472.58,1890.32
345,466,38,3,2024-07-18,Home,25.58,76.74
346,311,64,4,2022-07-02,Clothing,472.58,1890.32
347,262,87,3,2022-03-13,Books,370.53,1111.59
348,419,89,2,2023-12-20,Electronics,205.05,410.1
349,406,7,4,2023-12-27,Clothing,41.38,165.52
350,427,22,3,2022-09-26,Books,422.86,1268.58
351,143,81,1,2024-11-09,Books,28.86,28.86
352,342,82,1,2023-08-01,Clothing,488.7,488.7
353,316,41,3,2024-09-21,Electronics,482.73,1448.19
354,101,74,2,2024-03-25,Clothing,111.76,223.52
355,244,10,4,2022-05-27,Books,171.82,687.28
356,490,57,3,2024-06-08,Electronics,51.48,154.44
357,12,7,1,2022-11-06,Clothing,41.38,41.38
358,239,50,4,2023-06-02,Books,74.13,296.52
359,49,91,1,2022-01-14,Clothing,335.46,335.46
360,42,52,1,2022-05-12,Books,157.43,157.43
361,166,33,3,2024-01-25,Home,65.44,196.32
362,82,1,1,2023-03-15,Books,165.97,165.97
363,429,53,4,2024-01-13,Books,353.82,1415.28
364,291,60,2,2024-01-10,Sports,434.73,869.46
365,158,34,3,2024-03-05,Home,228.84,686.52
366,216,4,4,2022-09-20,Books,485.06,1940.24
367,490,17,3,2023-10-05,Electronics,87.97,263.90999999999997
368,158,4,1,2022-09-15,Books,485.06,485.06
369,462,43,1,2023-02-13,Electronics,476.15,476.15
370,134,90,4,2024-09-01,Books,166.88,667.52
371,67,4,4,2024-11-13,Books,485.06,1940.24
372,336,1,2,2022-09-28,Books,165.97,331.94
373,7,71,4,2022-05-22,Books,465.82,1863.28
374,436,94,4,2024-06-20,Electronics,399.92,1599.68
375,14,50,3,2024-08-31,Books,74.13,222.39
376,73,73,1,2022-10-01,Sports,339.87,339.87
377,399,61,4,2022-10-03,Clothing,92.69,370.76
378,405,35,2,2023-04-10,Books,467.27,934.54
379,163,8,4,2024-11-28,Home,89.03,356.12
380,66,24,1,2022-10-15,Sports,294.75,294.75
381,347,83,4,2024-05-25,Sports,206.42,825.68
382,130,36,3,2024-05-27,Clothing,161.5,484.5
383,419,50,1,2022-06-29,Books,74.13,74.13
384,466,43,4,2023-03-23,Electronics,476.15,1904.6
385,206,27,3,2024-02-24,Books,60.4,181.2
386,276,32,1,2023-07-15,Electronics,24.48,24.48
387,466,78,4,2023-04-29,Clothing,57.76,231.04
388,256,18,3,2024-04-28,Sports,23.15,69.44999999999999
389,266,28,2,2023-12-23,Clothing,138.53,277.06
390,25,29,3,2022-04-26,Clothing,33.26,99.78
391,450,16,2,2023-06-19,Sports,87.69,175.38
392,281,99,4,2023-02-11,Sports,7.85,31.4
393,253,47,3,2023-11-25,Books,260.22,780.6600000000001
394,310,59,2,2023-05-10,Clothing,224.66,449.32
395,289,31,1,2024-08-05,Sports,468.62,468.62
396,164,4,3,2022-01-23,Books,485.06,1455.18
397,95,37,4,2023-07-12,Home,256.08,1024.32
398,270,17,1,2024-07-29,Electronics,87.97,87.97
399,321,39,2,2024-05-04,Sports,78.43,156.86
400,110,48,3,2024-11-04,Sports,246.98,740.9399999999999
401,336,46,3,2024-06-09,Sports,230.1,690.3
402,310,90,4,2022-03-19,Books,166.88,667.52
403,238,48,1,2024-03-17,Sports,246.98,246.98
404,381,39,3,2024-11-07,Sports,78.43,235.29000000000002
405,436,4,3,2024-02-07,Books,485.06,1455.18
406,387,30,1,2023-03-30,Home,267.93,267.93
407,483,30,3,2024-07-16,Home,267.93,803.79
408,425,22,1,2022-10-04,Books,422.86,422.86
409,390,75,1,2024-11-16,Sports,331.15,331.15
410,25,66,1,2023-05-29,Clothing,251.1,251.1
411,141,12,4,2023-04-09,Home,218.29,873.16
412,117,94,1,2024-03-17,Electronics,399.92,399.92
413,482,36,1,2024-04-03,Clothing,161.5,161.5
414,392,18,2,2022-12-29,Sports,23.15,46.3
415,405,90,2,2024-01-21,Books,166.88,333.76
416,482,53,4,2023-06-09,Books,353.82,1415.28
417,452,71,1,2022-02-25,Books,465.82,465.82
418,25,1,2,2023-05-04,Books,165.97,331.94
419,79,58,2,2024-11-17,Books,337.94,675.88
420,68,90,3,2023-12-23,Books,166.88,500.64
421,173,87,1,2022-02-10,Books,370.53,370.53
422,444,90,2,2024-09-30,Books,166.88,333.76
423,12,6,4,2022-09-17,Clothing,121.84,487.36
424,288,70,3,2023-03-17,Sports,20.04,60.12
425,128,44,3,2024-07-14,Sports,321.36,964.08
426,96,72,1,2024-05-05,Home,346.32,346.32
427,92,24,1,2022-03-25,Sports,294.75,294.75
428,141,86,3,2022-02-15,Electronics,285.67,857.01
429,31,19,4,2023-03-16,Home,369.52,1478.08
430,334,18,1,2024-09-12,Sports,23.15,23.15
431,20,95,1,2022-05-16,Electronics,220.61,220.61
432,146,30,3,2024-06-27,Home,267.93,803.79
433,477,42,3,2024-05-10,Books,7.45,22.35
434,316,33,1,2024-02-27,Home,65.44,65.44
435,447,74,2,2023-08-13,Clothing,111.76,223.52
436,390,12,1,2024-08-13,Home,218.29,218.29
437,160,94,2,2023-11-21,Electronics,399.92,799.84
438,349,27,3,2023-06-23,Books,60.4,181.2
439,43,39,2,2023-12-09,Sports,78.43,156.86
440,254,9,4,2022-10-22,Electronics,262.29,1049.16
441,130,21,3,2022-02-22,Home,239.94,719.8199999999999
442,60,76,1,2024-03-16,Electronics,199.96,199.96
443,151,29,1,2022-02-21,Clothing,33.26,33.26
444,467,33,3,2023-12-29,Home,65.44,196.32
445,287,62,3,2022-03-13,Books,347.85,1043.5500000000002
446,499,15,4,2022-01-28,Books,354.85,1419.4
447,5,2,3,2023-04-14,Home,387.87,1163.6100000000001
448,467,52,1,2024-02-03,Books,157.43,157.43
449,418,44,4,2024-06-04,Sports,321.36,1285.44
450,266,54,1,2024-06-30,Clothing,104.92,104.92
451,345,18,2,2023-07-01,Sports,23.15,46.3
452,130,3,3,2022-07-20,Home,69.78,209.34
453,382,7,2,2024-03-30,Clothing,41.38,82.76
454,267,43,1,2023-07-14,Electronics,476.15,476.15
455,178,82,2,2023-01-14,Clothing,488.7,977.4
456,253,38,2,2024-12-11,Home,25.58,51.16
457,415,37,1,2022-03-20,Home,256.08,256.08
458,56,58,1,2024-04-13,Books,337.94,337.94
459,463,33,3,2024-10-28,Home,65.44,196.32
460,457,59,2,2022-01-25,Clothing,224.66,449.32
461,471,95,4,2023-03-26,Electronics,220.61,882.44
462,83,11,4,2024-02-07,Clothing,415.3,1661.2
463,393,68,1,2024-01-25,Home,435.11,435.11
464,99,82,1,2022-07-17,Clothing,488.7,488.7
465,149,68,2,2023-03-13,Home,435.11,870.22
466,329,98,1,2023-11-21,Home,274.52,274.52
467,156,93,4,2023-08-10,Home,382.33,1529.32
468,190,88,3,2022-04-14,Sports,439.87,1319.6100000000001
469,494,22,3,2023-09-19,Books,422.86,1268.58
470,371,66,2,2024-11-28,Clothing,251.1,502.2
471,263,44,3,2023-04-03,Sports,321.36,964.08
472,80,6,1,2022-12-30,Clothing,121.84,121.84
473,400,42,1,2022-05-15,Books,7.45,7.45
474,252,25,1,2023-01-09,Sports,434.79,434.79
475,97,57,1,2022-02-08,Electronics,51.48,51.48
476,260,85,2,2024-03-29,Sports,392.28,784.56
477,260,55,3,2022-02-16,Electronics,338.35,1015.0500000000001
478,103,16,4,2022-02-05,Sports,87.69,350.76
479,40,95,3,2022-04-05,Electronics,220.61,661.83
480,273,14,1,2024-09-11,Books,310.49,310.49
481,101,39,4,2023-01-03,Sports,78.43,313.72
482,359,28,2,2022-03-06,Clothing,138.53,277.06
483,380,96,1,2024-01-24,Books,409.83,409.83
484,308,92,1,2024-03-26,Electronics,404.88,404.88
485,221,51,4,2024-01-26,Books,19.84,79.36
486,308,49,2,2022-06-30,Books,335.1,670.2
487,420,9,4,2023-08-20,Electronics,262.29,1049.16
488,124,58,2,2024-02-26,Books,337.94,675.88
489,422,45,1,2023-09-19,Clothing,434.62,434.62
490,231,22,3,2023-09-08,Books,422.86,1268.58
491,178,32,1,2022-04-22,Electronics,24.48,24.48
492,63,69,3,2023-03-29,Clothing,287.45,862.3499999999999
493,485,87,3,2024-01-26,Books,370.53,1111.59
494,116,69,2,2023-08-07,Clothing,287.45,574.9
495,191,42,4,2022-05-19,Books,7.45,29.8
496,62,53,2,2022-08-19,Books,353.82,707.64
497,256,96,1,2024-09-10,Books,409.83,409.83
498,483,59,4,2022-09-10,Clothing,224.66,898.64
499,7,74,3,2023-07-15,Clothing,111.76,335.28000000000003
500,155,39,3,2022-03-13,Sports,78.43,235.29000000000002
501,92,15,1,2022-08-10,Books,354.85,354.85
502,470,71,4,2022-03-03,Books,465.82,1863.28
503,14,29,1,2024-03-16,Clothing,33.26,33.26
504,455,3,1,2022-05-05,Home,69.78,69.78
505,229,83,2,2024-01-11,Sports,206.42,412.84
506,86,10,1,2022-06-10,Books,171.82,171.82
507,133,92,4,2023-06-25,Electronics,404.88,1619.52
